מזהה,סוג פרק,שם הדמות/הנושא,שנים/תקופה,אזור/מרחב,תקופה,תחום עיקרי,תגיות,תקציר (2–3 שורות),רעיון מרכזי/חידוש,דמויות/השפעות קשורות,קישור ספוטיפיי
66,חכם,"רבי אליהו מזרחי (הרא""ם)",1435–1526,"האימפריה העות'מאנית, קושטא",ראשית העת החדשה,"פרשנות, פסיקה, הנהגה","פירוש רש""י, חכם באשי, ספר המזרחי, קליטת מגורשי ספרד","פירושו ההגיוני והעמוק לרש""י הפך לבסיס להבנת פרשנותו, מנהיג רוחני של יהדות קושטא.","אין מילה מיותרת ברש""י – כל מילה באה לענות על שאלה מדויקת. בניית שיטה פרשנית שיטתית לרש""י.","רש""י, הרמב""ן, מהר""ל, שפתי חכמים",https://open.spotify.com/episode/3prGOsLsSDsg5gSp4qNFVk
67,"חכמי ישראל - הגות, הנהגה והלכה","דון יצחק אברבנאל – המדינאי, הפילוסוף והפרשן שבנה גשר בין הגלות לגאולה",1437–1508,פורטוגל/ספרד/איטליה,ימי הביניים המאוחרים,"הגות, פרשנות מקרא, הנהגה","גירוש ספרד, רנסאנס, פירושי תנ""ך, משיחיות, מחשבה פוליטית","מדינאי ופרשן תנ""ך מרכזי; כתב פירושים מקיפים וספרים פילוסופיים־משיחיים מתוך חוויית גירוש ונדודים.",קריאה היסטורית־תיאולוגית של המקרא וההיסטוריה כדרך לעצב זהות ותקווה בגלות.,גולי ספרד; הרנסאנס האיטלקי; דיון על מלוכה ושלטון,https://open.spotify.com/episode/5TcOFBOg5ZWpmJzEWAE1ef?si=KE21EdSuTNuD9N_tr8puSQ
68,"חכמי ישראל - הגות, הנהגה והלכה",רבי יוסף טאיטצאק – המקובל שחזה את הציונות,1465–1546,סלוניקי (האימפריה העות'מאנית),ימי הביניים המאוחרים,"קבלה, הנהגה, משיחיות","גירוש ספרד, סלוניקי, ספר המשיב, מגיד/התגלות, שיבת ציון","ראש ישיבה ומקובל מגולי ספרד; מחבר/מקבל ה'משיב' וחוליה מרכזית בדור צפת–סלוניקי. שילב סיגוף, תודעת קץ וחזון לאומי.",תודעת גאולה פעילה וחזון שיבת ציון מתוך עולם הקבלה של גולי ספרד.,רבי יוסף קארו; רבי שלמה אלקבץ; רבי משה אלשיך; גולי ספרד; מסורות על הרצל,https://open.spotify.com/episode/2wytNryqHZzLbnhrdOWa5R?si=re_LmFw7Sj-hECTSLe4PWQ
69,אישיות,"הרדב""ז (1479–1573) – מגדולי הפוסקים: בין ספרד למצרים וארץ ישראל",1479–1573,ספרד/פורטוגל; מצרים; ארץ ישראל,ראשית העת החדשה,הלכה,"שו""ת; הנהגה; גירוש ספרד; פסיקה במציאות משתנה","הרדב""ז כפוסק-על ומנהיג: נדודים מספרד למצרים ולא""י, פסיקה מעשית בסוגיות קשות, והשפעה עצומה דרך שו""ת הרדב""ז.",גמישות הלכתית אחראית: נאמנות למסורת לצד מענה למציאות חדשה של גירוש וכלכלה.,ר' יוסף קארו; חכמי צפת; פסיקת ספרד לאחר הגירוש,https://spotifycreators-web.app.link/e/ZwNpVDI4yQb
70,חכם,"המהרש""ל (רבי שלמה לוריא)",1510–1573,"פולין, ליטא",ראשית העת החדשה,"תלמוד, הלכה, ביקורת נוסח","ים של שלמה, חכמת שלמה, רמ""א, עמל הסוגיה","פוסק ומהפכן בלימוד, התנגד ל""פלפול"" ודגל בדיוק ובחזרה למקורות. עמד מול הרמ""א במחלוקת רעיונית.","יושר הלכתי וביקורת מקורית, דקדוק קפדני ושיבה למקורות התלמודיים.","הרמ""א, תלמידי לובלין, רש""י",https://open.spotify.com/episode/77qmOPOAQ6RIlbvk9VtmFb
71,דמות,רבי משה קורדובירו (הרמ״ק),1522–1570,"צפת, ארץ ישראל",ראשית העת החדשה,"קבלה, הגות, הנהגה רוחנית","קבלה, פרדס רימונים, תומר דבורה, תיקון האדם, מקובלי צפת","מהגדולים שבמקובלי צפת, שסידר את הקבלה למערכת תיאולוגית סדורה ובנה גישה מוסרית לחיקוי האל.",עיצוב שיטתי של הקבלה והפיכתה לדרך תיקון מוסרית מעשית של האדם והעולם.,"רבי שלמה אלקבץ, האר""י, מקובלי צפת",https://open.spotify.com/episode/6eeW3Kknuudy4VEELZmcof?si=up4JT39ST3aTrBpDZlfigw
72,"חכמי ישראל - הגות, הנהגה והלכה","המהר""ל מפראג – הפילוסוף שחיבר בין השכל למסתורין",1522–1609,פראג (בוהמיה) / מרכז אירופה,ראשית העת החדשה,"הגות, פילוסופיה יהודית, חינוך","מהר""ל, אגדות חז""ל, גוף ונשמה, חינוך, גולם (מיתוס)","הוגה מרכזי שבנה שיטה כוללת על ניגודים, אחדות והבנת מדרש כעולם רעיוני. השפעתו ניכרת בחסידות ובמתנגדים.","שפה פילוסופית־מדרשית שמעניקה עומק לאגדה ולתורה, ומחנכת ללימוד מסודר ובהיר.","הגר""א (השפעות); רמח""ל; חסידות; שיח הגולם (מסורת מאוחרת)",https://open.spotify.com/episode/37eDPuFbb4oSjIRx8U8B88?si=Ism8P_AOQp-KDPtkwNHrsw
73,אישיות,רבי מרדכי יפה – “בעל הלבוש”,1530–1612,פולין,עת חדשה מוקדמת,הלכה והנהגה ציבורית,"הלבושים, ועד ארבע הארצות, פסיקה, מדע, קבלה, הנהגה","פוסק ומנהיג ששימש בראש ועד ארבע הארצות והוביל תקנות לאומיות. חיבר את 'הלבושים' – קודקס הלכתי מאוזן בין אריכות בית יוסף לקיצור השו""ע, עם מקורות ומנהגים.",הלכה כ'לבוש' למציאות: קודקס יישומי שמאזן בין עומק לנגישות ומשלב אחריות ציבורית רחבה.,ועד ארבע הארצות; מסורת הפסיקה האשכנזית; המשנה ברורה (השענות מאוחרת),https://open.spotify.com/episode/30117xL4w5HtBLLFICQuvM?si=dg_NJOGfSsS8H6-dQOMsSw
74,דמות,רבי אלעזר אזכרי,1533–1600,צפת,ראשונים מאוחרים (צפת),"מוסר, קבלה, פיוט","ספר חרדים, ידיד נפש, סוכת שלום, הרמ""ק, האר""י","מקובל וחבר חוגי צפת, ייסד חבורה לתשובה ודבקות וחיבר את 'ספר חרדים'; פיוטו 'ידיד נפש' נעשה תפילת-לב לדורות.",מיפוי עבודת ה' אישית: כל איבר נעשה כלי לקדושה – 'בתוך לבי משכן אבנה'.,"ר' יוסף קארו; ר' שלמה אלקבץ; הרמ""ק; האר""י",https://open.spotify.com/episode/1z1ZTOGvJvtWOoXPHrXEJZ
75,חכם,"המהרש""א (רבי שמואל אליעזר הלוי איידלס)",1555–1631,פולין,ראשית העת החדשה,"תלמוד, אגדה, הנהגה","ועד ארבע ארצות, חידושי אגדות, מאבק בשחיתות, אחריות ציבורית","פרשן תלמודי ומנהיג חברתי, שעמד בראש ועד ארבע ארצות וחידש גישה המשלבת לימוד עיוני ואחריות מוסרית.",שילוב בין יושר אינטלקטואלי בלימוד לבין מחויבות מוסרית לציבור.,"המהרש""ל, בעלי התוספות, רבני פולין",https://open.spotify.com/episode/1W9x8xBNjO6o82fNd87LFb
76,דמות,"רבי יואל סירקיש (הב""ח)",1561–1640,פולין,המאה ה־17,"הלכה, דרש, מנהיגות ציבורית","בית חדש, חדש, דקדוק, ראשונים","בעל 'בית חדש', פוסק אמיץ ועמוק, שהתעקש על לימוד הלכה מהמקורות. שילב בין דרש, למדנות ומנהג, הנהיג את ועד ארבע ארצות.","התנגד לפסיקה שטחית מהשולחן ערוך; דרש עומק, הקשר וניתוח ראשונים בכל פסיקה. פסק להתיר חדש בזמן מצוקה.","הט""ז, הבעל שם טוב",https://open.spotify.com/episode/2owg9vip33cnirUkUc97Gw
77,אישיות,רבי אברהם אזולאי – המקובל שבנה מחדש את עולמות הסוד,1570–1643,פאס; חברון; ירושלים; גזר,עת חדשה,מחשבת ישראל (קבלה),"חסד לאברהם, השגחה, גלות שכינה, קליפות, גלגול, עולם הבא, ארץ ישראל מטפיזית, מוסר דיינים","אזולאי עלה לארץ ישראל ובנה שיטה קבלית סדורה הנשענת על האר""י והרמ""ק. ב""חסד לאברהם"" הוא משרטט מפת מציאות: אין מקרה, אחריות האדם כ""עולם קטן"", גלות השכינה, ותיקון דרך מצוות, גיהנום וגלגול. הוא מדגיש הבחנה מטפיזית בין ארץ ישראל לחו""ל והשפיע רבות דרך החיד""א וצאצאיו.","אין מקרה: מפת מציאות קבלית שמעמידה את האדם כמתקן עולם, וארץ ישראל כמרחב השגחה ישירה.","האר""י; הרמ""ק; החיד""א",https://open.spotify.com/episode/7oZMpwJNWpTibhB6EvhJ6R?si=TkNI-nIPRbi7HQAUkAhk-Q&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
78,אישיות,הרב יהודה אריה מודנה – דיוקן של גאונות שנאבקה על עצמה,1571–1648,ונציה; איטליה,עת חדשה,מוסר והגות,"אוטוביוגרפיה, הימורים, התמכרות, פולמוס קבלה, יהודים–נוצרים, הומניזם, ספרות","רבי יהודה אריה מודנה היה רב, דרשן ופולמוסן בגטו ונציה, בעל גאונות לשונית וכתיבה עשירה. לצד מפעל רוחני רחב הוא תיעד בכנות את התמכרותו להימורים ואת נפילותיו באוטוביוגרפיה ""חיי יהודה"". כתביו נעים בין הגנה על המסורת לבין ביקורת חריפה על הקבלה ושיח עם העולם הנוצרי.",יושר רוחני כמודל הנהגה: גאונות לצד חשיפה כנה של חולשה ומאבק פנימי.,קהילת ונציה; פולמוס מול מקובלים; הומניזם נוצרי,https://open.spotify.com/episode/7dCBE5OnROaK58y5cK5tiO?si=4Cr1F3_iTIu6UQbPYdZuyg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
79,דמות,"רבי דוד הלוי סגל (הט""ז)",1586–1667,פולין ולבוב,המאה ה־17,"פסיקה, הנהגה רוחנית, עיון","טורי זהב, מנהגים, רדיפות, ענווה","פוסק חשוב שכתב את טורי זהב, חי חיי נדודים וסבל, עיצב את ההלכה האשכנזית, ונותר דמות נערצת במסורת ובחסידות.","הלכה כחיים – עיונית, רגישה למנהגים, מלאה אמונה. עמל של אמת מתוך סבל וענווה.","הב""ח, הש""ך, הבעל שם טוב",https://open.spotify.com/episode/0xSD9i70yODc67pyeQVP67
80,אישיות,"רבי שלום שבזי – המשורר, המקובל, והאיש שעיצב את נשמתה של יהדות תימן",המאה ה־17,"תימן (תעיז, צנעא); גלות מוזע",עת חדשה,פיוט ושירה,"פיוט, קבלה, רמב""ם מול האר""י, הנהגה, גלות מוזע, תרבות תימן, זהות","רבי שלום שבזי היה פייטן ומקובל תימני שפעל בדור של גזרות, עוני וגלות. הוא הוביל את קהילתו גם בשעת משבר, וכתב פיוטי גאולה ותקווה מתוך גלות מוזע. שירתו חצתה גבולות מן התכלאל ומסורת בתי הכנסת ועד המוזיקה הישראלית, והציבה מודל של שילוב נאמנות רמב""מית עם עולם סוד עשיר.","פיוט ככוח הנהגה ותיאולוגיה: שילוב רמב""ם עם עולם הסוד והפיכת גלות לתקווה.","הרש""ש (מסורת); רמב""ם; האר""י; עפרה חזה",https://open.spotify.com/episode/0esvJn3mSqW2Pa26wtwS9Q?si=NHUNxeLRSfak0mYUsSE7Lg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
81,אישיות,"יצחק נוניש בילמונטי (1601–1652) – אנוס בין יהדות לנצרות: פילוסופיה, רפואה וזהות",1601–1652,פורטוגל/הולנד; קהילות אנוסים וספרדים,העת החדשה המוקדמת,היסטוריה; הגות,אנוסים; זהות; פילוסופיה; מדע/רפואה,"יצחק נוניש בילמונטי: אנוס-לשעבר בעולם ההולנדי, מאבק זהות וחיפוש דרך תוך עיסוק בפילוסופיה וברפואה.","זהות כבחירה מודעת: המתח בין מסורת, חירות ומודרניות ניכר במיוחד בסיפורי האנוסים.",קהילות אמסטרדם; אנוסים; פילוסופיה מוקדמת-מודרנית,https://spotifycreators-web.app.link/e/W2WXvR24yQb
82,אישיות,הרב יעקב ששפורטש,1610–1698,"צפון אפריקה, אירופה המערבית (אמסטרדם, לונדון, המבורג, ליבורנו)",העת החדשה המוקדמת,פולמוס/הנהגה,"שבתאות, משיחיות שקר, סמכות רבנית, קהילות אירופה",,,,https://open.spotify.com/episode/09JfLsbxRNjLhC969SxOPd?si=zTKhNkZ7T8qiI1akCdsAvg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
83,דמות,"רבי שבתאי הכהן (הש""ך)",1622–1663,פולין,המאה ה־17,"הלכה, חושן משפט, ביקורת מקורות","שפתי כהן, יורה דעה, תקפו כהן, מחלוקת","פוסק גאון שדרש פתיחה מחודשת של ההלכה, עימת את המקובל, חידש בעיון, וספריו הפכו יסוד ללימוד ולפסיקה עד היום.",הלכה כעיון פתוח ולא כקובץ סגור; עקרונות חדשניים בדיני ממונות וספקות.,"הט""ז, מגיני שלמה, מגלה עמוקות",https://open.spotify.com/episode/0zeTxQVV4ZhQFYYST2sO12
84,דמות,רבי אברהם אבלי גומבינר (המגן אברהם),1637–1682,פולין,המאה ה־17,"פסיקה הלכתית, קבלה","מגן אברהם, אורח חיים, זמני היום, קבלה בהלכה","פוסק חשוב שפרשנותו לשולחן ערוך אורח חיים התקבלה להלכה. שילב קבלה בפסיקה, וזמני היום ההלכתיים נמדדים לפיו.",שילוב עומק קבלי בהלכה פסוקה; פסיקה קצרה וברורה בעלת השפעה לאורך הדורות.,"שולחן ערוך, משנה ברורה, האר""י",https://open.spotify.com/episode/5fzAXAiCnkg42WFvOV2dci
85,אישיות,רבי יהודה רוזאניס (1657–1727) – המשנה למלך: עיון תלמודי ופילוסופיית ההלכה,1657–1727,קושטא (האימפריה העות'מאנית),העת החדשה המוקדמת,הלכה,"עיון ברמב""ם; כללים; שיטת לימוד; לוגיקה הלכתית","ר' יהודה רוזאניס, בעל 'משנה למלך': בניית מהלכים לוגיים על הרמב""ם, בירור שיטות הראשונים והשפעה עמוקה על דרך הלימוד.",ההלכה כחכמה שיטתית: לא רק פסיקה מעשית אלא מתודולוגיה שמבררת עקרונות ומבנים.,"הרמב""ם; ר' יוסף קארו; חכמי קושטא",https://spotifycreators-web.app.link/e/1mcxPFf4yQb
86,אישיות,רבי משה חגיז – הקנאי הירושלמי שניסה להציל את היהדות מן הקריסה הפנימית,1671–1750,ירושלים; איטליה; אמסטרדם; אירופה,עת חדשה,פסיקה והנהגה קהילתית,"אחר שבתאות, פולמוס, סמכות חכמים, גבולות קבלה, השכלה, לקט הקמח","חגיז פעל לאחר טראומת השבתאות כקנאי-אחראי להצבת גבולות מול מה שראה כהתפוררות המסורת. משבר אישי הוביל אותו להתמסר לכתיבה ולפולמוס, ולעימותים שהדהדו בקהילות אירופה. ב""לקט הקמח"" ביקש לשרטט סדר מחודש ולהחזיר סמכות הלכתית מרכזית, גם במחיר של קיטוב ומחלוקת.",קנאות כאחריות: שרטוט גבולות כדי למנוע קריסה רוחנית אחרי שבתאות – במחיר גבוה.,"נחמיה חיון; החכם צבי; הרמח""ל; ר' יונתן אייבשיץ",https://open.spotify.com/episode/2kCpBIWS1B2NtObhJemSdG?si=CHbvRGp1RkW_Lj5w4HGnsQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
87,אישיות,הרב אפרים נבון (1677–1735) – מחנה אפרים: עקרונות פסיקה וסדרי קניינים,1677–1735,איזמיר/קושטא,העת החדשה המוקדמת,הלכה,דיני ממונות; קניינים; כללים; שיטת פסיקה,"הרב אפרים נבון, בעל 'מחנה אפרים': סידור עקרונות בדיני קניינים וממונות, בירור שיטות ראשונים והעמדת מערכת כללים בהירה.",דיוק בשורש הסוגיה: פסיקה חזקה נבנית מהבנת מבנה הדין ולא רק מצבירת מקורות.,חכמי איזמיר; ר' יוסף קארו; ר' יהודה רוזאניס,https://spotifycreators-web.app.link/e/9p64oc54yQb
88,"חכמי ישראל - הגות, הנהגה והלכה","רבי ישראל יעקב אלגאזי – הראשון לציון שחיבר בין קבלה, הלכה ומנהיגות ציבורית",1680–1756,איזמיר / ירושלים,אחרונים,"הלכה, קבלה, הנהגה","בית אל, ראשון לציון, תקנות קהל, שלמי ציבור, אהבת שלום",ראש ישיבת בית אל ומנהיג ירושלים; חיבר עשרות ספרים ושילב אחריות ציבורית עם עומק קבלי.,"תורה שמחברת בין נגלה לנסתר ובין בית מדרש לרווחת הקהילה (""דרוש לאלבשה"").",ישיבת בית אל; חמדת ימים (פולמוס); חכמי ירושלים,https://open.spotify.com/episode/3CL54iYhfjNTz1KREt1aJk?si=gqAxPt4HTiW3pe6a4HVETQ
89,אישיות,"הרב יעקב עמדין (יעב""ץ)",1697–1776,גרמניה/אשכנז,העת החדשה,הלכה ופולמוס,"מאבק בשבתאות, לשון חריפה, חכמות כלליות, אוטוביוגרפיה",,,,https://open.spotify.com/episode/1beLl51NE2qBVK8f7hj2Qm?si=wTuZj6lgSkqYtfguLluJ2Q&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
90,"חכמי ישראל - הגות, הנהגה והלכה",רבי משה דוד ואלי (הרמ״ד ואלי),1697–1777,"פדובה, איטליה",עת חדשה מוקדמת,קבלה/פרשנות מקרא,"פשוטו מכוון אל סודו, רמח״ל, כתבים גנוזים",רופא מוסמך וחבר קרוב של הרמח״ל. פיתח שיטת פרשנות: הפשט עצמו רומז לסוד בכל שינוי דקדוקי/לשוני.,מיפוי לשון המקרא למבנה הספירות; דחיית חכמות חיצוניות כתחליף; מפעל פירושים עצום שנחשף רק בדורות האחרונים.,הרמח״ל; חוג פדובה; הדפסת כתבים בדורנו,https://open.spotify.com/episode/6Sc3CiYpTfV68Ke8SueReD
91,אישיות,ר׳ אריה־לייב גינצבורג – “שאגת אריה”,בערך 1695–1785,מזרח אירופה / מץ (צרפת),עת חדשה,פסיקה ועיון תלמודי,"אורח חיים, חריפות, פשט, עצמאות, ביקורת מקרא (תורת הבחינות)","גאון תלמודי ופוסק עצמאי שחי בעוני ונדודים, התנגש בממסד ולא פחד לחלוק. ספרו 'שאגת אריה' נעשה אבן יסוד בפסיקת אורח חיים וחיבוריו נלמדים בעומק.",אמת הלכתית ללא פשרות: דיוק במקורות הראשונים ועצמאות פסיקה – גם במחיר של בדידות ציבורית.,השפעה מאוחרת על הרב מרדכי ברויאר (תורת הבחינות); הערכה בחב״ד,https://open.spotify.com/episode/4tSyrs2SrcNd1WsVBoHZuh?si=fQD3_QT6TqqaEDMyoYR9bw
92,אישיות,רבי אברהם גרשון מקיטוב (1701–1761) – גיס הבעל שם טוב: עלייה לארץ וחסידות מוקדמת,1701–1761,אוקראינה/פולין; ארץ ישראל (ירושלים),העת החדשה,חסידות,"חסידות מוקדמת; עלייה לא""י; קשרי תפוצות-א""י","ר' אברהם גרשון מקיטוב, גיס הבעש""ט: עלייה לארץ ישראל, שליחות רוחנית וקשרי מכתבים שמאירים את ראשית החסידות.",ארץ ישראל כמרחב תיקון: החסידות מבקשת להוריד קדושה למציאות ולמקום.,הבעל שם טוב; עליות חסידים; היישוב הישן,https://spotifycreators-web.app.link/e/HXK4lf94yQb
93,"חכמי ישראל - הגות, הנהגה והלכה",רבי משה חיים לוצאטו (הרמח״ל),1707–1746,פדובה → אמסטרדם → עכו,עת חדשה מוקדמת,קבלה/מוסר/הגות,"מסילת ישרים, דרך ה׳, דעת תבונות, רדיפות",גאון צעיר שעמד במחלוקות וחרמות. 'מסילת ישרים' הפך לספר יסוד במוסר; כתב שיטה היסטוריוסופית קבלית-פילוסופית.,הקבלה כמפת הנהגה וגאולה; בניית סולם רוחני מדויק; קדושה כחדירה למציאות ולא בריחה ממנה.,הגר״א; תנועת המוסר; חסידות; הרב קוק,https://open.spotify.com/episode/1lgKTjkSyrd7SAntCbBGTt
94,אישיות,הרב יחזקאל לנדא – “הנודע ביהודה”,1713–1793,פראג (בוהמיה),עת חדשה,פסיקה והנהגה קהילתית,"שו""ת, שבתאות, חסידות, השכלה, קבלה (זהירות), הנהגה","גדול פוסקי פראג שניצב מול שבתאות, השכלה וחסידות. הכריע באומץ בסוגיות עקרוניות, הנהיג בקור רוח בזמן משברים, ושילב מאבק בכפירה עם אחריות ציבורית.",מנהיגות הלכתית אסטרטגית: לדעת מתי להילחם בגלוי ומתי לרסן כדי לשמור על אחדות הקהילה.,מריה תרזה; יוזף השני; הערכה גם בחוגים חסידיים,https://open.spotify.com/episode/4EJ2FNYaB1FdSuKMRkfonR?si=123rhSTsT6Wga_7NA8Xp_A&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
95,דמות,הנודע ביהודה (הרב יחזקאל לנדא),1713–1793,פראג,עת חדשה,"פסיקה, מנהיגות קהילתית","שאלות ותשובות, פסיקה אשכנזית, נאורות, ביקורת השכלה","פוסק מרכזי במזרח אירופה, מחבר 'נודע ביהודה'. עמד מול אתגרי ההשכלה תוך שימור מסורת הלכתית מחודדת.",הקפדה על מסורת ההלכה לצד התמודדות עם אתגרי הזמן מתוך אחריות ציבורית.,"הרב דוד אופנהיים, חכמי פראג",https://open.spotify.com/episode/4OtzHMEeQArEy5BgF3t52P
96,אישיות,"הרב שלום שרעבי (הרש""ש)",1720–1777,תימן; ירושלים,עת חדשה,מחשבת ישראל (קבלה),"סידור הרש""ש, בית אל, כוונות, חסד","הרש""ש סידר את תורת האר""י למערכת מדויקת והפך למנהיג הקבלה בירושלים.",,,
97,אישיות,רבי אריה לייב הלר (1745–1812) – קצות החושן: לוגיקה הלכתית ועמקות למדנית,1745–1812,גליציה,העת החדשה,הלכה; לומדות,דיני ממונות; קניינים; סברות; מתודולוגיה למדנית,"בעל 'קצות החושן' כמחדש לומדות: דיוק מושגים בדיני ממונות, טיעון חד והשפעה עצומה על עולם הישיבות.",לוגיקה פנימית של ההלכה: בירור הגדרים יוצר בהירות משפטית ומוסרית גם יחד.,נתיבות המשפט; ר' יעקב לורברבוים,https://spotifycreators-web.app.link/e/sGxO35n4yQb
98,דמות,הרב אברהם דנציג,1748–1820,וילנה,המאה ה־18,פסיקה הלכתית,"חיי אדם, חכמת אדם, הלכה למעשה, יהדות ליטא","פוסק ומחבר 'חיי אדם' ו'חכמת אדם'. חיבר מדריכים ברורים ומעשיים להלכה עבור בעלי בתים, מתוך ניסיון אישי כאדם עובד.","שיטת הלכה נגישה לפי כללים, הבחנות בין דרגות חיוב, והפרדה בין ספרי עיון להלכה מעשית.","הגאון מווילנה, בעלי בתים בליטא",https://open.spotify.com/episode/182iEVeFAwTuBZxYCYbdIX
99,"חכמי ישראל - הגות, הנהגה והלכה",רבי חיים מוולוז'ין – מייסד 'אם הישיבות' ו'נפש החיים',1749–1821,וולוז'ין (ליטא),אחרונים,"למדנות, הנהגה, מוסר","וולוז'ין, נפש החיים, הגר""א, עולם הישיבות, תלמוד תורה","תלמיד הגר""א ומייסד ישיבת וולוז'ין. ב'נפש החיים' מציג תיאולוגיה של תורה כמנוע קוסמי וכמודל דבקות.",תלמוד תורה ככוח מחזיק מציאות; דבקות דרך עיון ושיטה מוסדית של ישיבה מודרנית.,"הגר""א; עולם הישיבות הליטאי; פולמוס החסידות",https://open.spotify.com/episode/4doQLfwiMgf2moAjnxiX0V?si=dVrHxoWnRwuydUMeaUTJIg
100,דמות,מנחם מנדל לפין (מסאטנוב),1749–1826,גליציה/פודוליה (מזרח אירופה),השכלה מוקדמת,"מוסר, השכלה דתית","חשבון הנפש, בנג'מין פרנקלין, תנועת המוסר, ישראל סלנטר, רציונליזם","משכיל-רב שגיבש שיטה מעשית לתיקון מידות דרך יומן מוסרי יומי, והשפיע עמוקות על תנועת המוסר דרך מהדורת ר' ישראל סלנטר.",עבודת מידות שיטתית ומדידה (יומן תכונות יומי) כדרך 'השכלה דתית' מתונה ונאמנה לתורה.,משה מנדלסון; בנג'מין פרנקלין; ר' ישראל סלנטר,https://open.spotify.com/episode/7rCLKRa5bSuYAhNFZpUjV5
101,אישיות,הרב עקיבא איגר,1762–1837,פוזנא; מרכז אירופה,עת חדשה,הלכה ולמדנות,"גיליון הש""ס, למדנות, ענווה, מגפת כולרה, פוסקי הדור",רבי עקיבא איגר ביסס את שיטת ההערות הדקות והעיון האנליטי ששינה את פני עולם הישיבות.,,,
102,דמות,"החת""ם סופר (הרב משה סופר)",1762–1839,פרשבורג,העת החדשה,"פסיקה, אורתודוקסיה, הנהגה ציבורית","אורתודוקסיה, נגד רפורמה, חדש אסור, פרשבורג","אבי האורתודוקסיה המודרנית, התנגד לרפורמה בחריפות. קבע את עקרון 'חדש אסור מן התורה' כאידאולוגיה כוללת.",שמרנות כתגובה מהותית למודרנה; חיזוק המסורת והמנהג כנגד התמוססות זהות יהודית.,"חכמי הונגריה, תלמידי החת""ם סופר",https://open.spotify.com/episode/5XBxxBUWyu9fKUK69gjQgx
103,דמות,"רבי חיים פלאג'י (החבי""ף)",1787–1868,איזמיר (האימפריה העות'מאנית),אחרונים (ספרד/המזרח),"הלכה, הנהגה קהילתית, מוסר וקבלה","חכם באשי, תקנות חברתיות, חינוך חובה, כף החיים, מועד לכל חי, שלום בית","פוסק ומנהיג שהקים מוסדות צדקה וחינוך, תיקן תקנות קהילתיות, והותיר מפעל כתיבה עצום למרות אובדן כתבי יד בשריפה.","הלכה כמנהיגות חברתית: מוסר, שלום וחינוך כמערכת ציבורית מחייבת.",חכמי איזמיר; מסורת ספרד-עות'מאנית,https://open.spotify.com/episode/2ugZ7lWueXQOsEw2z6Va03
104,דמות,הרב יהודה ביבאס,1789–1852,גיברלטר/קורפו → ארץ ישראל (חברון),אחרונים (מבשרי הציונות),"הגות לאומית, הנהגה, ציונות מוקדמת","גאולה טבעית, אתערותא דלתתא, חרב ומחרשה, יהודה אלקלעי","רב והוגה שקידם גאולה במעשה ידי אדם, הושפע מרוח הלאומיות של זמנו וקרא להתעוררות לאומית-מדינית; השפיע על תלמידו ר' יהודה אלקלעי.",תשובה כ'שיבה פוליטית' – מעבר מציפייה פסיבית לפעולה היסטורית.,ר' יהודה אלקלעי; מלחמת העצמאות היוונית; מיסיונרים סקוטים (עדויות),https://open.spotify.com/episode/2DXKB6Zr62zP0VwCytZznO
105,אישיות,הרב צבי הירש קלישר – ציונות דתית לפני הרצל,1795–1874,פרוסיה / ארץ ישראל (חזון),עת חדשה מאוחרת,הגות ציונית-דתית והלכה,"גאולה בדרך הטבע, יישוב הארץ, חקלאות, קורבנות בלי בית, מדיניות","פוסק שמרן שניסח תוכנית מעשית לגאולה: עלייה, חקלאות ובניין הארץ “מעט מעט”. הציע מהלכים הלכתיים נועזים (כגון דיון בחידוש קורבנות) ופעל מול נדבנים ומעצמות.",גאולה קמעא קמעא: אחריות אנושית כמצווה – יוזמה לאומית ללא ניתוק מן ההלכה.,מונטיפיורי; רוטשילד; נפוליאון השלישי; 'דרישת ציון',https://open.spotify.com/episode/7CWcx0r0X5jRyzuRCBPBDh?si=gf7x1W04SsWqd3iA4wjpMQ
106,דמות,הרב צבי הירש קלישר,1795–1874,"גרמניה, פולין",העת החדשה,"ציונות דתית מוקדמת, הגות הלכתית","גאולה טבעית, הקרבת קורבנות, התיישבות בארץ","מהוגי הציונות הדתית המוקדמת, קרא ליישוב הארץ והקרבת קורבנות טרם ביאת המשיח.",מהלך גאולה טבעי-אנושי כהשתדלות הכרחית בגאולה.,"הרב אלקלעי, הרב קוק",https://open.spotify.com/episode/0T5EizLF2mu1tavkZ9WUSX
107,אישיות,הרב אליהו גוטמכר,1796–1874,גריידיץ (אירופה) → השפעה על ארץ ישראל,עת חדשה מאוחרת,משיחיות/יישוב הארץ,"אתחלתא דגאולה, חקלאות בארץ, מצוות התלויות בארץ, גאולה בדרך הטבע",,,,https://open.spotify.com/episode/3iEFTRWSwf4AJJ7lCw5SHe?si=W7kQzorhSIiFfwM6khgvjQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
